ms,ax,ay,az,gx,gy,gz
5691570,-0.109619140625,0.9969482421875,-0.076416015625,4.57763671875,4.57763671875,0.0610351525247097
5691591,-0.1107177734375,1.010986328125,-0.0838623046875,5.493163585662842,4.82177734375,0
5691613,-0.11376953125,1.0224609375,-0.098388671875,6.896972179412842,4.45556640625,-0.1831054538488388
5691634,-0.11962890625,1.047119140625,-0.0997314453125,9.1552734375,3.784179449081421,-0.4882812201976776
5691655,-0.1226806640625,1.0850830078125,-0.090087890625,11.413573265075684,3.234863042831421,-1.5258787870407104
5691676,-0.115478515625,1.07763671875,-0.0836181640625,7.873534679412842,2.0751953125,-1.5869139432907104
5691696,-0.1219482421875,1.0347900390625,-0.095947265625,4.8828125,0.7934569716453552,0.6103515625
5691721,-0.128662109375,0.9986572265625,-0.1146240234375,3.845214605331421,-1.0986328125,4.0283203125
5691740,-0.1317138671875,0.9942626953125,-0.1136474609375,4.5166015625,-3.112792730331421,7.202147960662842
5691760,-0.138671875,1.0069580078125,-0.0941162109375,10.742186546325684,-4.0283203125,9.27734375
5691781,-0.13427734375,0.99072265625,-0.0863037109375,16.54052734375,-4.5166015625,10.498045921325684
5691807,-0.130859375,0.969970703125,-0.0662841796875,22.155759811401367,-6.164550304412842,13.977049827575684
5691828,-0.1341552734375,0.9632568359375,-0.032470703125,28.991697311401367,-6.225585460662842,16.90673828125
5691849,-0.137451171875,0.9757080078125,-0.0093994140625,34.60693359375,-5.249022960662842,19.47021484375
5691870,-0.138427734375,0.9814453125,0.0279541015625,37.29248046875,-3.906249761581421,21.240232467651367
5691891,-0.1400146484375,0.97705078125,0.0465087890625,39.55078125,-0.7934569716453552,22.216794967651367
5691917,-0.1331787109375,0.94287109375,0.0316162109375,47.119136810302734,0.2441406100988388,22.460935592651367
5691937,-0.1243896484375,0.9195556640625,0.0220947265625,51.879878997802734,-0.54931640625,23.803709030151367
5691958,-0.13232421875,0.923583984375,0.03369140625,52.856441497802734,-2.44140625,25.756834030151367
5691979,-0.1656494140625,0.9754638671875,0.077880859375,50.354000091552734,-3.723144292831421,25.939939498901367
5692004,-0.175537109375,1.0059814453125,0.077392578125,48.645015716552734,-4.2724609375,24.597166061401367
5692025,-0.1812744140625,1.0081787109375,0.0728759765625,44.860836029052734,-5.249022960662842,22.583005905151367
5692045,-0.182373046875,0.9783935546875,0.0654296875,42.846675872802734,-7.446288585662842,21.972654342651367
5692066,-0.1905517578125,0.965576171875,0.0855712890625,39.306640625,-10.742186546325684,22.399900436401367
5692092,-0.205078125,0.977783203125,0.099365234375,41.381832122802734,-13.916014671325684,21.545408248901367
5692108,-0.20361328125,1.0045166015625,0.094970703125,40.771480560302734,-15.380858421325684,20.874021530151367
5692129,-0.2164306640625,0.9847412109375,0.1160888671875,37.841796875,-18.5546875,18.73779296875
5692150,-0.2177734375,0.9810791015625,0.12841796875,45.166011810302734,-22.277830123901367,15.747069358825684
5692171,-0.2078857421875,0.9853515625,0.1077880859375,43.701168060302734,-26.245115280151367,14.404295921325684
5692197,-0.2059326171875,0.9434814453125,0.0950927734375,37.65869140625,-31.616209030151367,14.465331077575684
5692218,-0.2239990234375,0.9183349609375,0.1221923828125,38.0859375,-37.109375,15.441893577575684
5692239,-0.2449951171875,0.953369140625,0.1563720703125,44.189449310302734,-41.748043060302734,15.197752952575684
5692259,-0.2545166015625,0.971923828125,0.131591796875,47.973628997802734,-49.011226654052734,12.084959983825684
5692285,-0.2503662109375,0.93798828125,0.10546875,48.339839935302734,-55.053707122802734,9.58251953125
5692306,-0.2703857421875,0.9158935546875,0.1075439453125,53.222652435302734,-62.133785247802734,7.507323741912842
5692327,-0.30322265625,0.923583984375,0.149658203125,54.260250091552734,-68.115234375,5.920409679412842
5692347,-0.339111328125,1.0177001953125,0.1416015625,50.842281341552734,-75.0732421875,-0.1831054538488388
5692368,-0.3455810546875,1.0589599609375,0.0997314453125,41.076656341552734,-80.32225799560547,-6.164550304412842
5692393,-0.34326171875,1.0325927734375,0.083251953125,30.456541061401367,-86.36473846435547,-12.390135765075684
5692414,-0.3594970703125,1.0076904296875,0.106201171875,7.080077648162842,-89.47753143310547,-18.37158203125
5692430,-0.380615234375,1.0164794921875,0.0963134765625,-26.062009811401367,-88.07372283935547,-20.385740280151367
5692451,-0.3944091796875,1.03369140625,0.1011962890625,-40.954586029052734,-88.25682830810547,-26.245115280151367
5692477,-0.385986328125,1.02734375,0.090087890625,-42.480464935302734,-87.46337127685547,-35.888671875
5692498,-0.3623046875,1.020751953125,0.081787109375,-46.813961029052734,-87.15819549560547,-39.73388671875
5692519,-0.348876953125,1.0323486328125,0.08203125,-40.710445404052734,-86.42577362060547,-45.532222747802734
5692540,-0.3309326171875,0.841796875,0.14697265625,-37.9638671875,-74.5849609375,-42.663570404052734
5692561,-0.2900390625,0.7266845703125,0.1260986328125,74.8291015625,-65.4296875,-0.1831054538488388
5692587,-0.243896484375,1.2716064453125,0.179931640625,37.841796875,-64.02587890625,-12.878417015075684
5692608,-0.23095703125,1.1995849609375,0.1773681640625,-34.60693359375,-55.847164154052734,-59.875484466552734
5692628,-0.1917724609375,0.9669189453125,0.1595458984375,3.540038824081421,-50.476070404052734,-66.2841796875
5692648,-0.1563720703125,0.988525390625,0.1583251953125,21.057126998901367,-45.288082122802734,-63.049312591552734
5692673,-0.1263427734375,0.989990234375,0.170654296875,-21.484373092651367,-33.69140625,-64.14794921875
5692694,-0.10546875,1.000244140625,0.1566162109375,-29.602048873901367,-26.367185592651367,-66.83349609375
5692714,-0.109619140625,0.9796142578125,0.1549072265625,-7.629394054412842,-22.705076217651367,-70.73974609375
5692734,-0.1090087890625,1.0225830078125,0.20361328125,2.685546636581421,-14.160155296325684,-78.30810546875
5692755,-0.130126953125,1.065185546875,0.212646484375,-40.527339935302734,-0.0610351525247097,-97.10692596435547
5692781,-0.0828857421875,0.992431640625,0.225830078125,-20.385740280151367,10.742186546325684,-95.09276580810547
5692798,-0.0050048828125,1.1290283203125,0.25,-15.747069358825684,25.512693405151367,-91.12548065185547
5692819,0.0804443359375,1.1326904296875,0.2412109375,-47.851558685302734,44.372554779052734,-102.53905487060547
5692839,0.1251220703125,1.10302734375,0.25146484375,-37.53662109375,52.856441497802734,-108.45946502685547
5692864,0.1231689453125,1.102783203125,0.325927734375,-22.338865280151367,62.988277435302734,-113.40331268310547
5692885,0.08154296875,1.174072265625,0.4256591796875,-22.216794967651367,82.76366424560547,-119.14061737060547
5692906,0.0401611328125,1.102294921875,0.3818359375,-30.334470748901367,108.88671112060547,-121.09374237060547
5692927,0.1236572265625,1.2257080078125,0.2747802734375,-30.090330123901367,140.13671875,-115.90575408935547
5692949,0.25439453125,1.0909423828125,0.16162109375,-80.93260955810547,145.81298828125,-127.25829315185547
5692970,0.3905029296875,0.9678955078125,0.1705322265625,-87.09716033935547,142.822265625,-132.2021484375
5692991,0.433837890625,1.035888671875,0.214599609375,-74.951171875,148.37646484375,-125.42723846435547
5693011,0.4022216796875,0.7867431640625,0.2020263671875,-15.563963890075684,160.70555114746094,-95.27587127685547
5693031,0.3726806640625,1.0267333984375,0.2281494140625,-62.133785247802734,169.67771911621094,-111.75536346435547
5693057,0.4935302734375,0.6904296875,0.0184326171875,-110.96190643310547,185.11961364746094,-125.54930877685547
5693078,0.52783203125,0.67138671875,-0.0186767578125,-8.4228515625,177.73435974121094,-99.24315643310547
5693099,0.464599609375,0.3900146484375,0.135009765625,218.26170349121094,188.11033630371094,-44.860836029052734
5693120,0.358642578125,1.234130859375,0.486572265625,235.16844177246094,218.81101989746094,-3.540038824081421
5693145,0.1656494140625,1.3905029296875,0.4210205078125,25.573728561401367,271.728515625,-64.5751953125
5693166,0.0050048828125,0.9085693359375,0.268798828125,58.532711029052734,309.2041015625,-47.668453216552734
5693187,0.013427734375,0.9759521484375,0.04345703125,97.77831268310547,327.8197937011719,-42.785640716552734
5693208,0.111572265625,0.9111328125,-0.062744140625,146.54541015625,326.7211608886719,-31.249998092651367
5693228,0.1319580078125,0.939697265625,-0.0157470703125,146.8505859375,326.7821960449219,-9.6435546875
5693253,0.0098876953125,1.044921875,0.09326171875,153.9306640625,330.2611999511719,6.164550304412842
5693273,-0.1077880859375,1.0517578125,0.209716796875,134.521484375,342.6513366699219,22.399900436401367
5693295,-0.161865234375,0.998779296875,0.1864013671875,120.11717987060547,352.9662780761719,34.1796875
5693316,-0.1978759765625,0.929931640625,0.1817626953125,177.85643005371094,353.8818054199219,43.884273529052734
5693337,-0.23974609375,0.93505859375,0.209716796875,248.96238708496094,355.5297546386719,59.936519622802734
5693363,-0.310546875,0.95849609375,0.118408203125,218.44480895996094,359.3749694824219,94.54344940185547
5693384,-0.3575439453125,1.0072021484375,0.1357421875,236.75535583496094,351.8676452636719,107.23876190185547
5693405,-0.389404296875,1.13623046875,-0.055419921875,248.96238708496094,348.3276062011719,120.11717987060547
5693425,-0.8323974609375,1.2366943359375,-0.3436279296875,51.879878997802734,-84.35057830810547,106.20116424560547
5693451,-0.2529296875,0.11962890625,2.19091796875,23.193357467651367,-207.27537536621094,32.958984375
5693472,-0.3482666015625,0.559326171875,1.636474609375,-11.535643577575684,-101.74559783935547,105.46874237060547
5693492,-0.33935546875,0.5010986328125,1.2049560546875,259.70458984375,-95.33690643310547,91.67479705810547
5693512,-0.1456298828125,0.7279052734375,0.552490234375,276.30615234375,-92.89550018310547,99.18212127685547
5693537,-0.1246337890625,0.943115234375,0.343994140625,215.88133239746094,-107.23876190185547,105.04149627685547
5693558,-0.220703125,0.8997802734375,0.34765625,179.13816833496094,-123.65721893310547,106.56737518310547
5693579,-0.3800048828125,0.8037109375,0.5281982421875,173.64500427246094,-135.009765625,105.59081268310547
5693600,-0.4808349609375,0.748291015625,0.6265869140625,149.10888671875,-143.06640625,107.42186737060547
5693621,-0.537109375,0.739501953125,0.6239013671875,120.54442596435547,-147.39990234375,107.78807830810547
5693647,-0.5855712890625,0.922607421875,0.588623046875,118.71337127685547,-152.16064453125,87.34130096435547
5693667,-0.619140625,0.575927734375,0.5662841796875,97.10692596435547,-158.38623046875,52.368160247802734
5693688,-0.6602783203125,0.613525390625,0.6036376953125,82.51952362060547,-157.2265625,58.044429779052734
5693709,-0.6973876953125,0.657958984375,0.62353515625,75.50048828125,-153.01513671875,26.916501998901367
5693735,-0.7091064453125,0.41748046875,0.5816650390625,87.46337127685547,-150.32958984375,31.494138717651367
5693755,-0.7142333984375,0.502685546875,0.6070556640625,70.80078125,-141.90673828125,34.1796875
5693776,-0.7203369140625,0.62451171875,0.505126953125,120.17821502685547,-134.70458984375,49.499507904052734
5693796,-0.7305908203125,0.573974609375,0.4976806640625,79.65087890625,-129.33349609375,20.202634811401367
5693822,-0.7095947265625,0.4566650390625,0.458984375,84.59471893310547,-124.45067596435547,14.526366233825684
5693842,-0.688232421875,0.504638671875,0.4375,78.43017578125,-119.32372283935547,0.6103515625
5693863,-0.6749267578125,0.4080810546875,0.36962890625,77.94189453125,-113.40331268310547,-0.1831054538488388
5693884,-0.67578125,0.5035400390625,0.309814453125,81.11571502685547,-109.61913299560547,-11.840819358825684
5693904,-0.6787109375,0.46240234375,0.277099609375,61.279293060302734,-107.84911346435547,-20.690916061401367
5693925,-0.6900634765625,0.365478515625,0.3048095703125,81.11571502685547,-102.96630096435547,-20.141599655151367
5693949,-0.7008056640625,0.4949951171875,0.2730712890625,107.36083221435547,-92.52928924560547,-21.423337936401367
5693969,-0.7039794921875,0.597900390625,0.165283203125,68.84765625,-90.57616424560547,-44.128414154052734
5693990,-0.712890625,0.317626953125,0.2327880859375,48.400875091552734,-76.904296875,-37.7197265625
5694015,-0.713134765625,0.457763671875,0.161865234375,87.95165252685547,-63.110347747802734,-26.916501998901367
5694036,-0.730224609375,0.5501708984375,0.0894775390625,89.96581268310547,-62.805171966552734,-48.034664154052734
5694057,-0.739990234375,0.484619140625,0.1036376953125,87.89061737060547,-60.668941497802734,-60.241695404052734
5694078,-0.7222900390625,0.5147705078125,0.1441650390625,56.396480560302734,-45.776363372802734,-61.340328216552734
5694098,-0.7315673828125,0.6683349609375,0.062744140625,39.61181640625,-29.174802780151367,-56.701656341552734
5694123,-0.7852783203125,0.697509765625,0.030517578125,9.6435546875,-30.151365280151367,-82.21434783935547
5694143,-0.840576171875,0.6143798828125,0.079833984375,50.415035247802734,-25.268552780151367,-87.64647674560547
5694165,-0.9134521484375,0.6864013671875,0.08447265625,63.537593841552734,-25.573728561401367,-83.43505096435547
5694186,-0.950927734375,0.774169921875,0.08935546875,7.934569835662842,-12.145995140075684,-72.81494140625
5694207,-0.9630126953125,0.805419921875,0.06640625,24.353025436401367,-10.925292015075684,-78.18603515625
5694233,-0.94677734375,0.7020263671875,0.0523681640625,30.883787155151367,-16.29638671875,-70.12939453125
5694254,-0.879638671875,0.583251953125,0.0220947265625,38.0859375,-22.155759811401367,-52.612300872802734
5694274,-0.84326171875,0.5538330078125,0.001708984375,69.580078125,-35.21728515625,-24.353025436401367
5694294,-0.82470703125,0.5748291015625,-0.0010986328125,98.51073455810547,-46.447750091552734,-11.047362327575684
5694319,-0.814208984375,0.6319580078125,0.0504150390625,110.29051971435547,-54.016109466552734,-3.845214605331421
5694341,-0.787841796875,0.66015625,0.0611572265625,93.20067596435547,-56.030269622802734,0.2441406100988388
5694360,-0.7506103515625,0.666015625,0.0419921875,95.39794158935547,-59.448238372802734,-0.8544921278953552
5694381,-0.6929931640625,0.639892578125,0.0701904296875,84.77782440185547,-63.049312591552734,-3.540038824081421
5694407,-0.6197509765625,0.56884765625,0.02783203125,47.546382904052734,-64.3310546875,-3.417968511581421
5694428,-0.5775146484375,0.605712890625,0.045654296875,60.363765716552734,-66.40625,-8.4228515625
5694449,-0.5653076171875,0.741455078125,0.038818359375,75.3173828125,-67.81005859375,-21.911619186401367
5694470,-0.55712890625,0.7860107421875,0.0809326171875,55.053707122802734,-70.556640625,-42.358394622802734
5694491,-0.5445556640625,0.7921142578125,-0.033447265625,6.225585460662842,-72.8759765625,-43.212886810302734
5694517,-0.5770263671875,0.8092041015625,-0.0234375,-13.366698265075684,-81.48192596435547,-50.964351654052734
5694537,-0.633544921875,0.785400390625,-0.009521484375,-27.099607467651367,-85.63231658935547,-55.847164154052734
5694558,-0.6837158203125,0.8172607421875,-0.0223388671875,-34.3017578125,-89.17235565185547,-61.157222747802734
5694578,-0.720947265625,0.8558349609375,0.00244140625,-72.57080078125,-86.79198455810547,-71.044921875
5694604,-0.7344970703125,0.849853515625,-0.09423828125,-57.861324310302734,-85.57128143310547,-85.81542205810547
5694624,-0.7105712890625,0.844482421875,-0.17333984375,-25.573728561401367,-86.24266815185547,-93.32274627685547
5694645,-0.6854248046875,0.9041748046875,-0.198486328125,-2.44140625,-88.37889862060547,-109.31395721435547
5694665,-0.6390380859375,0.9342041015625,-0.173828125,-8.36181640625,-85.51024627685547,-131.4697265625
5694688,-0.5653076171875,0.8974609375,-0.2398681640625,-22.277830123901367,-79.40673828125,-140.0146484375
5694708,-0.4874267578125,0.95654296875,-0.197998046875,-10.009765625,-74.40185546875,-149.71923828125
5694729,-0.331298828125,1.1090087890625,-0.2210693359375,18.6767578125,-69.51904296875,-167.05320739746094
5694750,-0.2230224609375,1.2073974609375,-0.162841796875,-34.66796875,-49.499507904052734,-186.09617614746094
5694771,-0.0732421875,1.0318603515625,-0.1885986328125,-78.125,-30.151365280151367,-165.03904724121094
5694797,0.03564453125,1.1622314453125,-0.267333984375,-33.99658203125,-24.047849655151367,-141.78466796875
5694818,0.05419921875,1.0216064453125,-0.057861328125,-77.45361328125,-11.657713890075684,-160.94969177246094
5694839,0.1153564453125,0.7606201171875,-0.0350341796875,-63.537593841552734,31.433103561401367,-128.90625
5694860,0.1212158203125,1.45556640625,-0.0267333984375,6.103515148162842,53.466793060302734,-141.9677734375
5694885,0.1024169921875,1.349609375,-0.12939453125,-31.921384811401367,65.85693359375,-222.47312927246094
5694906,0.1419677734375,0.927978515625,0.0081787109375,-55.603023529052734,90.88134002685547,-219.48240661621094
5694927,0.2723388671875,1.131591796875,0.0645751953125,64.14794921875,117.06542205810547,-167.48045349121094
5694948,0.3514404296875,1.3753662109375,-0.1134033203125,-46.508785247802734,160.58349609375,-149.90234375
5694968,0.3673095703125,1.179931640625,-0.114013671875,-162.10935974121094,165.03904724121094,-198.42527770996094
5694993,0.3948974609375,0.785888671875,-0.18017578125,-97.96141815185547,167.05320739746094,-176.75779724121094
5695013,0.3656005859375,0.990966796875,-0.002685546875,-14.770506858825684,177.06297302246094,-154.6630859375
5695035,0.2152099609375,1.033203125,-0.044677734375,33.935546875,219.72654724121094,-145.263671875
5695055,0.1458740234375,0.944580078125,-0.1343994140625,46.691890716552734,233.15428161621094,-128.72314453125
5695079,0.0867919921875,0.898681640625,-0.1612548828125,59.143062591552734,234.92430114746094,-106.20116424560547
5695098,-0.0028076171875,1.055419921875,0.0498046875,98.26659393310547,244.56785583496094,-91.24755096435547
5695119,-0.094970703125,1.340576171875,0.280029296875,102.96630096435547,280.70068359375,-93.20067596435547
5695140,-0.0743408203125,1.189697265625,-0.0399169921875,86.12059783935547,314.94140625,-99.36522674560547
5695161,-0.014892578125,1.0260009765625,-0.185791015625,90.88134002685547,319.15283203125,-83.92333221435547
5695187,-0.0250244140625,1.0067138671875,-0.0699462890625,105.04149627685547,313.90380859375,-68.359375
5695208,-0.0621337890625,1.0787353515625,0.0677490234375,108.09325408935547,323.8525085449219,-59.448238372802734
5695229,-0.0660400390625,1.0830078125,0.0689697265625,116.33300018310547,338.5619812011719,-54.748531341552734
5695250,-0.0406494140625,1.02197265625,-0.1343994140625,103.45458221435547,359.1918640136719,-39.73388671875
5695276,-0.013916015625,0.873046875,-0.28857421875,84.89989471435547,351.0131530761719,-28.686521530151367
5695296,-0.1246337890625,0.876708984375,-0.1319580078125,129.57763671875,349.3041687011719,-16.7236328125
5695317,-0.2060546875,0.8577880859375,-0.1627197265625,182.92234802246094,353.6376647949219,-1.5258787870407104
5695338,-0.3167724609375,0.95849609375,-0.007080078125,355.7128601074219,337.9516296386719,35.64453125
5695358,-0.6695556640625,0.6787109375,-0.956787109375,186.46238708496094,273.4375,91.24755096435547
5695384,-0.735107421875,1.3594970703125,-0.37744140625,-116.82128143310547,-257.26318359375,139.70947265625
5695405,-0.366455078125,1.2584228515625,2.1337890625,-192.26072692871094,-197.63182067871094,147.88818359375
5695426,-0.48486328125,0.3013916015625,1.203857421875,204.04051208496094,-78.67431640625,190.06346130371094
